Year_Birth;Education;Marital_Status;Income;Kidhome;Teenhome;Recency;MntWines;MntFruits;MntMeatProducts;MntFishProducts;MntSweetProducts;MntGoldProds;NumDealsPurchases;NumWebPurchases;NumCatalogPurchases;NumStorePurchases;NumWebVisitsMonth;Complain
1989;1;3;28691.0;1;0;56;5.0;4.0;13.0;8.0;0.0;4.0;1.0;1.0;0.0;3;8.0;0.0
1948;4;3;56223.0;0;1;72;77.0;28.0;31.0;16.0;0.0;4.0;2.0;2.0;1.0;5;4.0;0.0
1946;1;3;18100.0;0;0;14;3.0;1.0;2.0;4.0;3.0;1.0;1.0;0.0;0.0;3;5.0;0.0
1989;1;4;30279.0;1;0;13;10.0;4.0;14.0;4.0;4.0;1.0;1.0;1.0;0.0;3;8.0;0.0
1974;3;3;20130.0;0;0;99;0.0;6.0;3.0;7.0;6.0;12.0;1.0;1.0;0.0;3;8.0;0.0
1959;1;2;23295.0;0;0;72;0.0;0.0;1.0;2.0;12.0;5.0;1.0;1.0;0.0;2;8.0;0.0
1972;2;2;42618.0;1;0;92;76.0;14.0;74.0;13.0;5.0;10.0;2.0;5.0;0.0;4;8.0;0.0
1964;1;4;81246.0;0;0;87;398.0;146.6455714594779;537.0;61.0;150.299786191687;37.0;1.0;4.0;5.0;7;1.0;0.0
1976;1;3;24027.0;1;0;7;14.0;7.0;11.0;11.0;0.0;5.0;2.0;2.0;0.0;3;8.0;0.0
1953;4;3;55707.0;0;1;91;208.0;7.0;82.0;30.0;66.0;35.0;2.0;3.0;2.0;9;3.0;0.0
1955;1;4;57959.0;0;1;71;430.0;16.0;322.0;43.0;24.0;33.0;5.0;4.0;7.0;11;3.0;0.0
1969;1;3;56796.0;0;1;24;656.0;38.0;161.0;62.0;47.0;37.0;3.0;8.0;9.0;7;7.0;0.0
1971;2;4;36230.0;1;0;17;14.0;2.0;30.0;8.0;2.0;3.0;1.0;2.0;0.0;4;5.0;0.0
1980;3;3;70829.0;1;1;87;141.0;70.0;106.0;72.0;19.0;23.0;2.0;4.0;2.0;8;3.0;0.0
1976;1;3;65991.0;0;1;21;507.0;19.0;364.0;25.0;47.0;9.0;3.0;9.0;5.0;10;7.0;0.0
1972;1;3;38988.0;1;2;90;164.0;24.0;103.0;12.0;3.0;42.0;6.674673391341949;5.0;1.0;6;8.0;0.0
1966;3;4;89572.0;0;0;44;606.0;24.0;820.2565973619579;197.0;150.299786191687;64.0;1.0;7.0;7.0;9;4.0;0.0
1984;2;3;42207.0;1;0;71;116.0;11.0;72.0;3.0;17.0;46.0;4.0;4.0;1.0;5;6.0;0.0
1952;1;3;50300.0;0;1;52;143.0;15.0;60.0;24.0;23.0;5.0;2.0;2.0;1.0;8;2.0;0.0
1982;3;5;66664.0;0;0;78;398.0;96.0;447.0;202.59642869944088;96.0;32.0;1.0;5.0;7.0;6;3.0;0.0
1964;1;3;60597.0;0;1;2;522.0;0.0;257.0;32.0;16.0;66.0;4.0;2.0;2.0;8;7.0;0.0
1949;1;6;70165.0;0;0;60;161.0;0.0;253.0;199.0;150.299786191687;122.0;1.0;3.0;7.0;11;1.0;0.0
1958;4;6;50520.0;0;1;25;112.0;0.0;6.0;2.0;1.0;14.0;2.0;3.0;1.0;3;6.0;0.0
1963;1;3;80124.0;0;0;47;483.0;84.0;398.0;202.59642869944088;84.0;200.27102189365988;1.0;3.0;7.0;8;1.0;0.0
1975;1;3;33183.0;1;0;46;7.0;5.0;39.0;17.0;15.0;37.0;2.0;4.0;0.0;3;7.0;0.0
1969;4;4;66582.0;0;0;83;789.0;25.0;420.0;16.0;38.0;0.0;1.0;2.0;8.0;9;1.0;0.0
1955;4;5;75261.0;0;0;17;1239.0;17.0;413.0;23.0;34.0;17.0;1.0;5.0;6.0;5;2.0;0.0
1970;1;6;31880.0;1;0;13;4.0;1.0;5.0;2.0;0.0;3.0;1.0;1.0;0.0;2;8.0;0.0
1951;1;3;53790.0;0;2;86;335.0;42.0;127.0;28.0;5.0;5.0;3.0;7.0;2.0;8;6.0;0.0
1971;4;5;49269.0;1;0;92;639.0;8.0;166.0;11.0;8.0;58.0;3.0;7.0;3.0;12;7.0;0.0
1975;1;3;61456.0;0;1;47;563.0;76.0;384.0;84.0;150.299786191687;89.0;4.0;6.0;10.0;13;4.0;0.0
1980;1;3;37406.0;1;0;18;2.0;0.0;8.0;2.0;2.0;3.0;1.0;1.0;0.0;2;8.0;0.0
1981;4;5;56937.0;1;0;81;746.0;8.0;125.0;11.0;8.0;8.0;6.674673391341949;8.0;6.0;9;6.0;0.0
1978;1;3;38415.0;1;1;91;22.0;1.0;13.0;4.0;0.0;4.0;2.0;1.0;0.0;3;7.0;0.0
1988;1;4;20518.0;1;0;58;4.0;1.0;6.0;4.0;1.0;9.0;1.0;1.0;1.0;2;5.0;0.0
1956;1;3;62503.0;0;1;40;478.0;0.0;193.0;110.0;75.0;117.0;4.0;8.0;3.0;11;5.0;0.0
1972;4;4;41644.0;1;1;67;20.0;3.0;4.0;2.0;0.0;2.0;2.0;1.0;0.0;3;3.0;0.0
1977;2;3;55842.0;0;1;19;451.0;0.0;39.0;0.0;4.0;24.0;1.0;7.0;1.0;8;5.0;0.0
1972;4;3;62010.0;0;1;93;371.0;22.0;39.0;6.0;0.0;92.0;4.0;6.0;2.0;7;5.0;0.0
1977;1;3;41124.0;1;0;41;281.0;7.0;84.0;15.0;0.0;119.0;6.674673391341949;7.0;3.0;4;8.0;0.0
1973;2;3;38961.0;1;0;60;19.0;7.0;19.0;0.0;1.0;24.0;1.0;2.0;1.0;2;7.0;0.0
1972;2;2;37760.0;1;0;54;26.0;3.0;13.0;2.0;10.0;0.0;1.0;2.0;0.0;3;6.0;0.0
1974;1;4;32233.0;1;0;26;138.0;15.0;35.0;25.0;11.0;72.0;2.0;6.0;2.0;2;9.0;0.0
1975;1;3;43057.0;0;1;30;213.0;2.0;44.0;0.0;2.0;5.0;4.0;4.0;2.0;5;5.0;0.0
1960;2;5;83151.0;0;0;93;407.0;28.0;100.0;120.0;74.0;18.0;1.0;5.0;9.0;4;3.0;0.0
1964;4;2;78825.0;0;0;35;483.0;74.0;114.0;169.0;37.0;18.0;1.0;5.0;10.0;13;3.0;0.0
1976;2;5;65104.0;0;1;4;738.0;0.0;232.0;13.0;20.0;50.0;2.0;3.0;5.0;7;7.0;0.0
1974;1;3;60093.0;0;1;92;502.0;12.0;109.0;16.0;6.0;90.0;2.0;7.0;2.0;10;6.0;0.0
1969;1;3;14045.0;1;0;24;11.0;0.0;5.0;2.0;1.0;1.0;1.0;1.0;0.0;3;7.0;0.0
1952;3;6;28457.0;0;0;96;24.0;1.0;108.0;29.0;29.0;14.0;1.0;4.0;1.0;4;8.0;0.0
1958;4;5;78952.0;0;1;11;1170.0;19.0;594.0;99.0;76.0;134.0;2.0;2.0;5.0;12;6.0;0.0
1976;1;2;46310.0;1;0;99;185.0;2.0;88.0;15.0;5.0;14.0;2.0;6.0;1.0;5;8.0;0.0
1955;1;5;76005.0;0;0;72;983.0;20.0;389.0;202.59642869944088;50.0;40.0;1.0;3.0;5.0;13;6.0;0.0
1964;2;4;58308.0;0;1;77;691.0;0.0;69.0;10.0;0.0;130.0;4.0;2.0;6.0;3;8.0;0.0
1944;4;2;55614.0;0;0;85;504.0;13.0;131.0;8.0;0.0;26.0;1.0;9.0;4.0;6;7.0;0.0
1962;2;2;59432.0;0;1;88;317.0;25.0;265.0;25.0;19.0;12.0;3.0;5.0;3.0;11;5.0;0.0
1978;1;2;55563.0;0;1;22;29.0;1.0;9.0;2.0;0.0;2.0;1.0;2.0;0.0;3;3.0;0.0
1971;4;5;78642.0;0;1;83;1314.5179221227115;0.0;322.0;46.0;35.0;17.0;1.0;4.0;9.0;4;6.0;0.0
1949;4;5;67911.0;0;1;63;529.0;0.0;356.0;63.0;28.0;0.0;3.0;6.0;7.0;11;3.0;0.0
1944;1;3;65275.0;0;0;9;388.0;14.0;218.0;91.0;14.0;21.0;1.0;4.0;3.0;13;2.0;0.0
1950;1;5;27203.0;1;1;92;13.0;2.0;21.0;4.0;0.0;24.0;2.0;1.0;1.0;2;8.0;0.0
1961;2;5;48330.0;0;1;2;28.0;0.0;4.0;0.0;0.0;0.0;1.0;1.0;0.0;3;5.0;0.0
1990;0;3;24279.0;0;0;6;16.0;36.0;21.0;20.0;62.0;108.0;1.0;4.0;1.0;3;8.0;0.0
1985;4;3;64355.0;1;0;66;1047.0;0.0;140.0;67.0;38.0;153.0;2.0;4.0;3.0;12;8.0;0.0
1956;2;5;50943.0;0;1;49;31.0;0.0;7.0;2.0;0.0;6.0;1.0;1.0;0.0;3;5.0;0.0
1953;1;6;53653.0;0;0;29;815.0;10.0;239.0;28.0;10.0;108.0;2.0;10.0;4.0;12;6.0;0.0
1976;1;3;65665.0;0;1;77;225.0;146.6455714594779;387.0;106.0;36.0;29.0;1.0;5.0;10.0;8;3.0;0.0
1989;1;4;81217.0;0;0;77;493.0;70.0;324.0;146.0;40.0;84.0;1.0;3.0;7.0;11;1.0;0.0
1992;1;3;34935.0;0;0;71;34.0;4.0;66.0;3.0;10.0;20.0;1.0;2.0;1.0;4;7.0;0.0
1959;1;2;61250.0;0;1;49;382.0;138.0;65.0;60.0;26.0;59.0;6.0;5.0;2.0;12;5.0;0.0
1981;4;5;39665.0;1;0;97;127.0;1.0;56.0;0.0;1.0;31.0;3.0;4.0;2.0;3;7.0;0.0
1979;1;4;60152.0;0;1;6;325.0;83.0;300.0;86.0;58.0;91.0;1.0;6.0;4.0;12;3.0;0.0
1964;1;3;48920.0;0;2;93;238.0;17.0;68.0;8.0;10.0;6.0;3.0;6.0;2.0;5;7.0;0.0
1959;2;5;89120.0;0;0;78;1168.0;92.0;408.0;72.0;129.0;55.0;1.0;5.0;6.0;7;1.0;0.0
1946;4;5;44124.0;0;1;62;284.0;0.0;55.0;0.0;6.0;52.0;4.0;6.0;2.0;5;8.0;0.0
1975;2;4;81169.0;0;0;47;1288.0;20.0;613.0;80.0;61.0;27.0;1.0;5.0;7.0;9;2.0;0.0
1961;1;3;36443.0;1;1;9;65.0;0.0;46.0;4.0;3.0;20.0;4.0;3.0;1.0;3;8.0;0.0
1990;1;4;26095.0;1;0;77;11.0;7.0;9.0;3.0;1.0;11.0;1.0;1.0;0.0;3;7.0;0.0
1959;1;5;71367.0;0;0;24;227.0;23.0;389.0;42.0;21.0;75.0;1.0;4.0;5.0;7;2.0;0.0
1944;2;3;80184.0;0;0;19;1035.0;134.0;670.0;25.0;38.0;0.0;1.0;6.0;3.0;10;3.0;0.0
1965;1;2;30630.0;1;1;67;27.0;1.0;12.0;2.0;0.0;10.0;2.0;2.0;0.0;3;7.0;0.0
1987;2;4;73454.0;0;0;95;982.0;73.0;351.0;56.0;14.0;175.0;1.0;2.0;4.0;6;5.0;0.0
1991;1;3;42691.0;0;0;48;179.0;2.0;64.0;38.0;17.0;58.0;1.0;5.0;1.0;6;5.0;0.0
1953;1;3;70503.0;0;0;73;1314.5179221227115;33.0;216.0;0.0;33.0;66.0;1.0;2.0;4.0;9;6.0;0.0
1987;1;3;25545.0;1;0;35;32.0;1.0;64.0;16.0;12.0;85.0;3.0;2.0;2.0;3;6.0;0.0
1986;1;3;32880.0;1;0;76;8.0;4.0;15.0;7.0;6.0;2.0;1.0;1.0;0.0;3;8.0;0.0
1958;4;5;77863.0;0;0;20;881.0;38.0;319.0;16.0;25.0;12.0;1.0;4.0;5.0;10;2.0;0.0
1977;2;3;50353.0;0;0;72;141.0;15.0;153.0;67.0;31.0;35.0;1.0;4.0;4.0;6;3.0;0.0
1964;1;4;61839.0;0;0;20;1000.0;146.6455714594779;379.0;202.59642869944088;17.0;120.0;1.0;4.0;8.0;4;8.0;0.0
1960;4;3;49154.0;1;1;69;206.0;10.0;67.0;30.0;27.0;71.0;6.0;4.0;1.0;8;6.0;0.0
1975;3;6;47682.0;0;1;80;162.0;61.0;83.0;97.0;57.0;61.0;4.0;4.0;3.0;8;5.0;0.0
1969;1;4;72679.0;0;1;65;619.0;54.0;260.0;127.0;54.0;54.0;1.0;4.0;7.0;5;1.0;0.0
1977;2;5;57954.0;1;1;52;456.0;4.0;24.0;0.0;0.0;9.0;6.674673391341949;8.0;2.0;6;7.0;0.0
1962;1;3;65316.0;1;1;65;112.0;6.0;92.0;3.0;9.0;38.0;2.0;3.0;2.0;5;4.0;0.0
1982;1;4;28567.0;1;0;57;11.0;3.0;22.0;2.0;2.0;6.0;2.0;2.0;0.0;3;6.0;0.0
1951;2;5;47352.0;0;1;70;172.0;12.0;112.0;8.0;0.0;15.0;4.0;6.0;1.0;5;7.0;0.0
1967;1;5;44931.0;0;1;0;78.0;0.0;11.0;0.0;0.0;7.0;1.0;2.0;1.0;3;5.0;0.0
1967;1;2;76982.0;0;0;19;464.0;146.6455714594779;292.0;65.0;60.0;30.0;1.0;8.0;3.0;4;4.0;0.0
1952;3;5;57247.0;0;1;50;99.0;4.0;32.0;37.0;54.0;6.0;2.0;2.0;1.0;7;2.0;0.0
1981;2;4;22944.0;1;0;67;19.0;3.0;19.0;4.0;5.0;26.0;3.0;3.0;0.0;3;7.0;0.0
1977;3;5;25315.0;1;0;46;1.0;9.0;8.0;11.0;3.0;22.0;3.0;3.0;0.0;3;8.0;0.0
1969;1;6;43638.0;0;1;37;63.0;10.0;83.0;7.0;19.0;19.0;2.0;4.0;1.0;4;7.0;0.0
1984;4;4;42710.0;1;0;38;252.0;3.0;42.0;4.0;3.0;102.0;2.0;4.0;5.0;3;6.0;0.0
1982;4;3;84169.0;0;0;9;1314.5179221227115;19.0;403.0;0.0;19.0;0.0;1.0;7.0;6.0;6;3.0;0.0
1976;1;5;54058.0;0;1;56;198.0;18.0;252.0;32.0;108.0;54.0;2.0;4.0;6.0;8;3.0;0.0
1990;3;3;24683.0;1;0;98;8.0;4.0;10.0;6.0;7.0;6.0;2.0;2.0;0.0;4;5.0;0.0
1964;1;6;85620.0;0;0;68;416.0;46.0;820.2565973619579;60.0;107.0;46.0;1.0;3.0;6.0;4;1.0;0.0
1980;1;3;47850.0;1;0;72;42.0;7.0;43.0;20.0;12.0;10.0;1.0;3.0;0.0;4;6.0;0.0
1968;1;3;19514.0;1;1;47;14.0;3.0;21.0;2.0;1.0;28.0;4.0;3.0;1.0;2;8.0;0.0
1973;2;3;27159.0;1;1;33;17.0;0.0;3.0;0.0;0.0;1.0;2.0;1.0;0.0;3;6.0;0.0
1963;3;4;39548.0;1;1;87;15.0;4.0;10.0;3.0;4.0;18.0;2.0;1.0;1.0;3;3.0;0.0
1989;1;4;21474.0;1;0;0;6.0;16.0;24.0;11.0;0.0;34.0;2.0;3.0;1.0;2;7.0;0.0
1971;4;4;60504.0;0;1;73;458.0;0.0;24.0;6.0;4.0;34.0;2.0;6.0;2.0;8;6.0;0.0
1963;1;3;22419.0;0;0;74;30.0;3.0;47.0;19.0;21.0;42.0;1.0;3.0;2.0;2;8.0;0.0
1949;2;3;81698.0;0;0;4;179.0;28.0;520.0;111.0;123.0;47.0;1.0;3.0;8.0;13;1.0;0.0
1952;1;5;43462.0;1;1;50;90.0;17.0;97.0;15.0;6.0;15.0;6.0;4.0;1.0;5;8.0;0.0
1978;4;4;54880.0;1;0;57;308.0;85.0;137.0;102.0;45.0;118.0;2.0;6.0;2.0;11;5.0;0.0
1982;1;3;79908.0;0;0;30;557.0;129.0;761.0;29.0;150.299786191687;111.0;1.0;5.0;6.0;7;2.0;0.0
1970;3;3;15315.0;0;0;27;7.0;4.0;13.0;15.0;8.0;17.0;2.0;2.0;0.0;4;5.0;0.0
1959;1;5;87771.0;0;1;61;1314.5179221227115;38.0;287.0;50.0;57.0;33.0;1.0;5.0;10.0;4;6.0;0.0
1978;1;3;33039.0;1;0;4;30.0;8.0;12.0;8.0;8.0;12.0;1.0;2.0;0.0;4;5.0;0.0
1980;1;4;81741.0;0;0;75;249.0;146.6455714594779;820.2565973619579;58.0;134.0;38.0;0.0;6.0;6.0;7;2.0;0.0
1971;2;5;71499.0;0;1;12;465.0;25.0;132.0;136.0;0.0;37.0;2.0;8.0;3.0;13;4.0;0.0
1970;3;3;62466.0;0;1;13;129.0;129.0;259.0;168.0;121.0;83.0;5.0;6.0;3.0;12;4.0;0.0
1963;4;2;48799.0;0;1;9;174.0;18.0;81.0;28.0;6.0;24.0;3.0;3.0;2.0;7;3.0;0.0
1950;4;5;52157.0;0;1;48;189.0;2.0;29.0;3.0;2.0;40.0;2.0;3.0;2.0;5;4.0;0.0
1962;1;4;66565.0;0;1;80;747.0;10.0;161.0;65.0;40.0;42.0;4.0;4.0;2.0;9;8.0;0.0
1951;2;5;29298.0;1;1;60;6.0;0.0;2.0;2.0;0.0;1.0;1.0;1.0;0.0;2;5.0;0.0
1979;1;4;47691.0;0;1;43;14.0;0.0;3.0;0.0;0.0;4.0;1.0;1.0;0.0;2;6.0;0.0
1970;1;5;38200.0;1;1;19;12.0;0.0;4.0;0.0;0.0;1.0;1.0;1.0;0.0;2;7.0;0.0
1974;1;3;44989.0;0;1;26;98.0;0.0;106.0;49.0;10.0;106.0;5.0;5.0;1.0;5;6.0;0.0
1968;4;3;38443.0;1;1;58;32.0;0.0;5.0;0.0;0.0;1.0;2.0;1.0;0.0;3;7.0;0.0
1978;3;4;38593.0;1;0;42;51.0;12.0;49.0;17.0;24.0;24.0;3.0;4.0;1.0;3;8.0;0.0
1970;4;5;64413.0;0;1;27;200.0;5.0;44.0;0.0;10.0;20.0;1.0;5.0;1.0;5;5.0;0.0
1981;2;3;36959.0;1;0;56;25.0;6.0;25.0;6.0;0.0;0.0;2.0;2.0;0.0;3;8.0;0.0
1977;4;3;61996.0;0;1;27;1050.0;12.0;144.0;0.0;0.0;24.0;3.0;6.0;4.0;8;5.0;0.0
1968;1;3;51287.0;1;1;10;117.0;0.0;22.0;13.0;0.0;30.0;3.0;4.0;1.0;3;7.0;0.0
1970;1;3;13260.0;1;1;48;9.0;4.0;17.0;10.0;2.0;7.0;4.0;3.0;0.0;3;8.0;0.0
1966;4;5;47472.0;1;1;39;56.0;0.0;11.0;0.0;0.0;8.0;2.0;2.0;0.0;4;5.0;0.0
1956;2;5;54603.0;1;1;85;145.0;13.0;46.0;17.0;2.0;4.0;6.0;4.0;2.0;4;7.0;0.0
1974;4;3;45207.0;1;1;64;203.0;0.0;10.0;0.0;0.0;2.0;5.0;3.0;1.0;6;6.0;0.0
1951;1;5;40689.0;0;1;69;270.0;3.0;27.0;39.0;6.0;99.0;6.674673391341949;7.0;1.0;5;8.0;0.0
1967;3;5;47821.0;1;1;54;9.0;0.0;16.0;6.0;6.0;10.0;1.0;1.0;0.0;3;8.0;0.0
1951;2;3;27450.0;0;0;57;37.0;12.0;23.0;8.0;11.0;52.0;1.0;2.0;1.0;3;7.0;0.0
1983;1;5;39453.0;1;0;64;46.0;0.0;7.0;0.0;0.0;2.0;2.0;2.0;0.0;3;6.0;0.0
1971;3;5;26850.0;1;1;10;31.0;1.0;13.0;7.0;2.0;9.0;4.0;2.0;1.0;4;4.0;0.0
1955;1;6;79800.0;0;0;65;1060.0;21.0;530.0;32.0;0.0;200.27102189365988;1.0;5.0;10.910125224068649;5;3.0;0.0
1961;2;3;61794.0;0;1;74;264.0;47.0;188.0;54.0;47.0;11.0;2.0;4.0;4.0;10;2.0;0.0
1955;1;5;53863.0;0;1;4;399.0;4.0;30.0;6.0;4.0;30.0;3.0;7.0;1.0;7;7.0;0.0
1959;1;5;24221.0;0;0;94;8.0;9.0;9.0;2.0;5.0;22.0;1.0;1.0;1.0;3;4.0;0.0
1984;4;4;39684.0;1;0;41;19.0;0.0;35.0;6.0;4.0;17.0;2.0;2.0;1.0;2;7.0;0.29499006712069265
1975;2;3;92163.0;0;0;25;817.0;146.6455714594779;797.0;106.0;150.299786191687;20.0;0.0;5.0;10.910125224068649;5;2.0;0.0
1965;2;4;69882.0;0;0;94;292.0;127.0;635.0;132.0;127.0;165.0;1.0;3.0;7.0;9;1.0;0.0
1977;1;5;33178.0;1;0;9;12.0;6.0;2.0;11.0;2.0;16.0;1.0;1.0;0.0;3;4.0;0.0
1972;4;3;59973.0;0;0;47;130.0;30.0;168.0;20.0;34.0;0.0;1.0;3.0;4.0;7;1.0;0.0
1975;2;5;17459.0;1;0;12;6.0;4.0;16.0;3.0;10.0;30.0;3.0;3.0;1.0;2;7.0;0.0
1969;1;2;23910.0;1;0;80;16.0;12.0;18.0;7.0;1.0;13.0;1.0;2.0;0.0;3;7.0;0.0
1969;2;3;42169.0;1;1;20;19.0;0.0;9.0;0.0;0.0;2.0;2.0;1.0;0.0;3;8.0;0.0
1978;3;3;26224.0;1;0;39;4.0;7.0;15.0;13.0;9.0;15.0;3.0;2.0;1.0;3;6.0;0.0
1981;1;5;31089.0;1;0;57;31.0;3.0;31.0;2.0;8.0;4.0;3.0;3.0;0.0;4;8.0;0.0
1961;1;4;30081.0;0;1;27;36.0;0.0;2.0;0.0;0.0;4.0;1.0;1.0;0.0;3;7.0;0.0
1960;1;5;62807.0;0;1;83;526.0;28.0;135.0;10.0;21.0;99.0;3.0;5.0;3.0;12;5.0;0.0
1955;1;4;72906.0;0;0;79;400.0;32.0;519.0;71.0;75.0;54.0;1.0;3.0;4.0;9;1.0;0.0
1948;4;3;61467.0;0;2;69;410.0;16.0;114.0;0.0;5.0;49.0;3.0;5.0;2.0;10;5.0;0.0
1966;2;5;49618.0;1;1;77;80.0;3.0;26.0;4.0;2.0;14.0;4.0;3.0;1.0;3;7.0;0.0
1986;2;4;21888.0;1;0;15;88.0;10.0;46.0;2.0;3.0;64.0;4.0;5.0;1.0;2;10.0;0.0
1973;1;6;42429.0;0;1;99;55.0;0.0;6.0;2.0;0.0;4.0;2.0;1.0;1.0;3;5.0;0.0
1956;1;2;26150.0;2;1;61;5.0;1.0;13.0;3.0;5.0;1.0;1.0;1.0;0.0;3;7.0;0.0
1975;0;3;30801.0;0;1;23;8.0;4.0;5.0;15.0;2.0;11.0;2.0;1.0;0.0;3;7.0;0.0
1965;1;3;81168.0;0;0;84;410.0;0.0;592.0;147.0;22.0;22.0;1.0;6.0;4.0;7;3.0;0.0
1969;2;4;26877.0;0;0;74;101.0;13.0;76.0;20.0;18.0;40.0;2.0;3.0;1.0;6;6.0;0.0
1944;2;6;45006.0;0;0;90;162.0;25.0;53.0;16.0;0.0;10.0;1.0;3.0;1.0;7;3.0;0.0
1973;0;3;18978.0;1;0;41;2.0;8.0;1.0;4.0;7.0;15.0;1.0;1.0;0.0;3;8.0;0.0
1967;1;3;22574.0;2;1;28;25.0;0.0;8.0;2.0;0.0;2.0;2.0;2.0;0.0;3;7.0;0.0
1969;4;4;48240.0;0;0;73;389.0;91.0;248.0;64.0;49.0;41.0;3.0;6.0;3.0;13;5.0;0.0
1974;1;3;45837.0;1;1;88;215.0;13.0;87.0;17.0;17.0;24.0;5.0;6.0;2.0;5;7.0;0.0
1965;2;4;35791.0;2;1;94;27.0;0.0;5.0;0.0;0.0;3.0;2.0;1.0;0.0;3;8.0;0.0
1978;1;6;54162.0;1;1;31;5.0;6.0;10.0;6.0;5.0;10.0;1.0;1.0;0.0;3;4.0;0.0
1960;2;3;30522.0;0;1;6;179.0;8.0;83.0;19.0;11.0;26.0;5.0;1.0;2.0;9;2.0;0.0
1961;4;3;54456.0;0;1;23;352.0;0.0;27.0;10.0;0.0;15.0;3.0;6.0;1.0;7;6.0;0.0
1971;1;4;31632.0;0;0;92;17.0;8.0;12.0;11.0;15.0;32.0;1.0;2.0;1.0;2;7.0;0.0
1949;1;6;72298.0;0;0;52;625.0;35.0;169.0;58.0;17.0;35.0;1.0;4.0;3.0;6;1.0;0.0
1978;3;4;36975.0;1;0;50;10.0;6.0;11.0;0.0;4.0;2.0;1.0;1.0;0.0;3;7.0;0.0
1955;3;3;72635.0;0;0;54;390.0;22.0;323.0;104.0;35.0;107.0;1.0;6.0;8.0;6;3.0;0.0
1976;1;3;13624.0;1;0;93;10.0;2.0;15.0;2.0;1.0;6.0;2.0;2.0;0.0;3;6.0;0.0
1975;1;4;84196.0;0;1;56;215.0;63.0;507.0;202.59642869944088;31.0;190.0;1.0;8.0;4.0;7;3.0;0.0
1960;1;5;70971.0;0;1;28;1001.0;17.0;572.0;93.0;125.0;17.0;6.674673391341949;11.0;10.910125224068649;5;7.0;0.0
1977;4;2;34487.0;1;1;94;19.0;18.0;33.0;24.0;1.0;8.0;3.0;3.0;0.0;3;9.0;0.0
1977;1;4;28769.0;1;0;76;41.0;5.0;129.0;10.0;3.0;3.0;3.0;4.0;1.0;4;9.0;0.0
1970;4;3;69084.0;1;0;43;1181.0;107.0;199.0;39.0;30.0;30.0;2.0;7.0;3.0;13;8.0;0.0
1958;4;5;65488.0;0;0;46;603.0;45.0;207.0;36.0;18.0;54.0;1.0;3.0;4.0;6;1.0;0.0
1970;3;3;62466.0;0;1;13;129.0;129.0;259.0;168.0;121.0;83.0;5.0;6.0;3.0;12;4.0;0.0
1960;3;4;32218.0;0;0;27;10.0;24.0;15.0;13.0;1.0;30.0;1.0;2.0;1.0;3;7.0;0.0
1973;1;4;83917.0;0;0;12;514.0;22.0;732.0;42.0;150.299786191687;79.0;1.0;6.0;7.0;7;3.0;0.0
1962;1;2;46102.0;2;1;3;14.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;2;7.0;0.0
1952;1;4;84574.0;0;0;72;387.0;20.0;713.0;38.0;54.0;163.0;1.0;9.0;10.910125224068649;11;5.0;0.0
1962;1;3;56181.0;0;1;6;121.0;103.0;69.0;8.0;44.0;48.0;1.0;4.0;2.0;7;4.0;0.0
1950;2;2;63120.0;0;1;53;965.0;69.0;279.0;54.0;41.0;69.0;5.0;8.0;4.0;9;7.0;0.0
1971;1;3;73691.0;0;1;58;707.0;21.0;250.0;85.0;43.0;73.0;2.0;6.0;2.0;8;2.0;0.0
1960;1;5;63381.0;0;1;78;571.0;50.0;142.0;33.0;50.0;159.0;4.0;4.0;5.0;13;2.0;0.0
1948;4;5;76140.0;0;0;57;586.0;66.0;653.0;17.0;0.0;26.0;1.0;5.0;9.0;6;2.0;0.0
1959;4;2;62859.0;0;1;37;1063.0;89.0;102.0;16.0;12.0;25.0;4.0;9.0;4.0;6;6.0;0.0
1964;1;4;45906.0;0;1;20;305.0;3.0;27.0;4.0;3.0;144.0;2.0;5.0;4.0;4;5.0;0.0
1947;2;5;77632.0;0;0;73;1200.0;105.0;758.0;0.0;42.0;147.0;1.0;4.0;2.0;6;2.0;0.0
1971;4;3;46463.0;1;1;56;163.0;2.0;40.0;8.0;11.0;11.0;6.674673391341949;3.0;1.0;6;6.0;0.0
1970;1;5;105471.0;0;0;36;1009.0;146.6455714594779;104.0;202.0;21.0;200.27102189365988;0.0;9.0;8.0;13;3.0;0.0
1970;2;2;55282.0;1;0;9;125.0;6.0;73.0;8.0;4.0;19.0;1.0;3.0;1.0;6;4.0;0.0
1977;2;3;78710.0;0;1;42;721.0;0.0;152.0;119.0;50.0;50.0;3.0;7.0;6.0;12;4.0;0.0
1958;1;5;66886.0;0;1;28;315.0;4.0;62.0;41.0;31.0;146.0;2.0;7.0;1.0;7;5.0;0.0
1960;2;4;98777.0;0;0;23;1000.0;19.0;711.0;125.0;115.0;38.0;0.0;4.0;6.0;9;1.0;0.0
1985;1;5;29103.0;1;0;38;16.0;0.0;17.0;6.0;3.0;6.0;2.0;1.0;0.0;3;9.0;0.0
1974;1;3;67445.0;0;1;63;757.0;80.0;217.0;29.0;80.0;11.0;5.0;9.0;6.0;12;6.0;0.0
1950;4;5;50616.0;0;1;71;30.0;2.0;25.0;0.0;1.0;9.0;1.0;1.0;1.0;4;2.0;0.0
